"stockid","stocklong","region","area","location","reference","type","class","order","family","species","comm_name","n_units","nprey","prey1","prey1_prop","prey_prop","r","r_se","r_lo","r_hi","k","k_se","k_lo","k_hi","betaT","betaT_se","betaT_lo","betaT_hi","betaT_inf","sigmaP","sigmaP_se","sigmaP_lo","sigmaP_hi"
"BRACORFIS","Brandt cormorant South Farallon Island [breeding adults]","NE Pacific","California","South Farallon Island","Elliot et al. 2015","birds","Aves","Ciconiiformes","Phalacrocoracidae","Phalacrocorax penicillatus","Brandt cormorant","breeding adults",5,"Northern anchovy",0.199925925925926,0.289092592592593,0.526323975617713,0.178436916915019,0.270812907170107,1.02290887906621,0.519491021932987,0.0731360822522212,0.394221395343799,0.684566908484575,0.181751509755804,0.336797462281248,-0.478371516315442,0.841874535827049,"none",0.204827320244304,0.0227329366779811,0.164783912531252,0.254601498859943
"CGANNETWCAPE","Cape gannet W Cape (pairs)","Benguela Current","Benguela Current","W Cape","Crawford et al 2008","birds","Aves","Suliformes","Sulidae","Morus capensis","Cape gannet","pairs",1,"Sardine/anchovy",999,999,0.901865009164964,0.618634998771549,0.235097739300829,3.45966957051574,0.757888756441809,0.0984807561463909,0.587486007196187,0.977717528766768,0.0374528646527034,0.481450112936025,-0.906189356701906,0.981095086007312,"none",0.289226943979416,0.0511452424869489,0.204509910559732,0.409037512630664
"CHTRACCH","Chilean jack mackerel Chilean EEZ and offshore","Humboldt Current","South America","Chilean EEZ and offshore","RAM","fish","Actinopterygii","Perciformes","Carangidae","Trachurus murphyi","Chilean jack mackerel","MT",1,"Peruvian anchoveta",0.2769546235,0.2769546235,0.232059870542314,0.033982447349485,0.174160341937663,0.309208071808854,1.16142104161157,0.124889099460655,0.940713140306108,1.43391091088531,-0.0638260774712289,0.307610258659119,-0.666742184443102,0.539090029500645,"none",0.0300488420117235,0.00479700142946305,0.0219755274373814,0.0410881108004527
"CMACKPCOAST","Pacific chub mackerel Pacific Coast","USA/Canada West","US West Coast","Pacific Coast","RAM","fish","Actinopterygii","Perciformes","Scombridae","Scomber japonicus","Pacific chub mackerel","MT",1,"Northern anchovy",0.43,0.43,0.161854993031613,0.0452584538066597,0.0935633587347428,0.279992500520781,0.390771345622217,0.0594344859813081,0.29003911767533,0.526488446742323,-0.507946728367404,0.286299115407111,-1.06909299456534,0.0531995378305334,"none",0.0333821098665148,0.00475484616640257,0.025250442666612,0.0441325038872905
"COD3M","Atlantic cod NAFO 3M","USA/Canada East","Canada East Coast","Flemish Cap","RAM","fish","Actinopterygii","Gadiformes","Gadidae","Gadus morhua","Atlantic cod","MT",4,"Northern shortfin squid",0.292,0.626,0.540232732298864,0.16919823022473,0.292404374566181,0.998108887666588,1.60880101237303,0.621012008422595,0.754961243948159,3.42830935781151,0.423367842675891,0.354084968022267,-0.270638694647753,1.11737437999953,"none",0.109392211250654,0.0165496317422687,0.0813220300606156,0.147151465271933
"COD3NO","Atlantic cod NAFO 3NO","USA/Canada East","Canada East Coast","Southern Grand Banks","RAM","fish","Actinopterygii","Gadiformes","Gadidae","Gadus morhua","Atlantic cod","MT",4,"Northern shortfin squid",0.292,0.626,0.774079709271407,0.215443823189262,0.448613938552904,1.33566825462121,0.708472032605344,0.0999816191762409,0.537274815410373,0.93421952153214,-0.533472591569116,0.305071997506543,-1.13141370668194,0.0644685235437094,"none",0.173929021511394,0.0245084965436494,0.131955126201016,0.229254485178751
"COD3Pn4RS","Atlantic cod NAFO 3Pn4RS","USA/Canada East","Canada East Coast","Northern Gulf of St. Lawrence","RAM","fish","Actinopterygii","Gadiformes","Gadidae","Gadus morhua","Atlantic cod","MT",4,"Northern shortfin squid",0.292,0.626,0.162614708899156,0.0308378287684572,0.112133976113757,0.235820974755511,5.0246186055152,1.25430563588368,3.08043498047878,8.19585295287274,-0.338534924718127,0.313617624623104,-0.95322546897941,0.276155619543157,"none",0.0876615137591169,0.00980933566377783,0.0703975660163568,0.109159185883704
"COD3Ps","Atlantic cod NAFO 3Ps","USA/Canada East","Canada East Coast","St. Pierre Bank","RAM","fish","Actinopterygii","Gadiformes","Gadidae","Gadus morhua","Atlantic cod","MT",4,"Northern shortfin squid",0.292,0.626,1.19657715742604,0.326631248035976,0.700781822386227,2.04314217055227,0.775418711757097,0.0687664285879358,0.651700141239737,0.92262398071485,-0.395485085209445,0.402112978385882,-1.18362652284577,0.392656352426885,"none",0.303644702659119,0.0422146843929025,0.231219200577308,0.398756267743938
"COD4TVn","Atlantic cod NAFO 4TVn","USA/Canada East","Canada East Coast","Southern Gulf of St. Lawrence","RAM","fish","Actinopterygii","Gadiformes","Gadidae","Gadus morhua","Atlantic cod","MT",4,"Northern shortfin squid",0.292,0.626,0.181704385663336,0.0665588167100777,0.0886262169283496,0.372536309385549,3.01485421269754,2.36186400257042,0.649254682613651,13.999661715538,-0.746308484724337,0.441551834521432,-1.61175008038634,0.119133110937669,"none",0.087494295468824,0.0102948747611637,0.0694740545291018,0.110188642241676
"COMGUIFIUU","Common guillemot UU Colony, Farallons Island [population index]","NE Pacific","California","UU Colony, Farallons Island","Lee et al. 2008","birds","Aves","Charadriiformes","Alcidae","Uria aalge","Common guillemot","population index",3,"Pacific hake",0.5425,0.921071428571429,0.307096512738794,0.208404857352816,0.081210746560574,1.16127818214287,0.772999648459067,0.0849522757223088,0.623205033659258,0.958799149951258,0.190707400856352,0.479568483855405,-0.749246827500243,1.13066162921295,"none",0.104684812197694,0.0193182672317918,0.0729125417802248,0.150302124124258
"GSEALSABLEISL","Grey seal Sable Islands [pup production]","NW Atlantic","NW Atlantic","Sable Islands","Bowen et al. 2003","mammals","Mammalia","Carnivora","Phocidae","Halichoerus grypus","Grey seal","pup production",3,"Atlantic mackerel",0.162666666666667,0.273266666666667,0.101797744949327,0.0167923323733324,0.0736755252517104,0.140654319617865,5.15424540265536,1.31133707216127,3.13039696738598,8.48654210554579,-0.339565904371826,0.264183746069966,-0.85736604666896,0.178234237925308,"none",0.039341244335008,0.00635643553446191,0.0286625880764969,0.0539983863877221
"GUACORPERU","Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","IMARPE.Renato","birds","Aves","Ciconiiformes","Phalacrocoracidae","Phalacrocorax bougainvillii","Guanay cormorant","number of adults",1,"Peruvian anchoveta",0.335,0.335,0.0152105086968318,0.0229503983606725,0.000790284458194365,0.292754807990281,0.0705634386025407,0.134742015052735,0.00167173294967732,2.97846547104047,-1.3991148704845,0.356258190395419,-2.09738092365952,-0.700848817309479,"negative",0.0659485321328044,0.00708838131078898,0.0534211585253243,0.08141360109983
"HAKENRTN","Hake Northeast Atlantic North","Europe","European Union","IIIa-IV-VI-VII-VIIIabd","RAM","fish","Actinopterygii","Gadiformes","Merlucciidae","Merluccius merluccius","European hake","MT",1,"Blue whiting",0.309,0.309,0.646031339363108,0.0395578334971548,0.572969889537647,0.728409117233146,1.81043396084643,0.149020681507906,1.54069681699329,2.12739527364155,0.358151098088799,0.0914454718822892,0.178917973199512,0.537384222978086,"positive",0.0439804787282669,0.00541202318548495,0.0345551925788632,0.0559766091522438
"HAKESOTH","Hake Northeast Atlantic South","Europe","European Union","VIIIc-IXa","RAM","fish","Actinopterygii","Gadiformes","Merlucciidae","Merluccius merluccius","European hake","MT",1,"Blue whiting",0.309,0.309,0.601942745270594,0.0643612248389668,0.488136084112024,0.742282900972232,1.98560585517786,0.350169809196319,1.40532694053886,2.80548995282538,0.357401221107771,0.146414565688237,0.0704286723588262,0.644373769856715,"positive",0.064593460386985,0.00807233869198514,0.0505604233265067,0.0825213645428009
"HMACKIIa-IVa-Vb-VIa-VII-VIII","Horse mackerel IIa-IVa-Vb-VIa-VII-VIII","Europe","European Union","IIa-IVa-Vb-VIa-VII-VIII","RAM","fish","Actinopterygii","Perciformes","Carangidae","Trachurus trachurus","Horse mackerel","MT",1,"Norway pout",0.229,0.229,0.110419612425662,0.0452615070463728,0.0494456828614502,0.246583525651723,1.10887187168014,0.256363927436787,0.704831846846915,1.74452507119826,0.0134302470948493,0.453842929079365,-0.876101893900706,0.902962388090405,"none",0.0509599838926436,0.00658046055265974,0.0395650431055268,0.0656367276388922
"MACKNEICES","Mackerel ICES Northeast Atlantic","Europe","European Union","IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa","RAM","fish","Actinopterygii","Perciformes","Scombridae","Scomber scombrus","Atlantic mackerel","MT",3,"Sandeel spp.",0.1899,0.2794,0.261557765519315,0.0541440798665751,0.174325283986246,0.392441435568548,1.635496026235,0.321094260142168,1.113092907532,2.4030763593322,0.425613497472617,0.136313586645953,0.158438867646549,0.692788127298686,"positive",0.0480948794005241,0.00631915389314557,0.0371755999537194,0.0622213878842736
"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic","USA/Canada East","US East Coast","Southern Georges Bank / Mid-Atlantic","RAM","fish","Actinopterygii","Lophiiformes","Lophiidae","Lophius americanus","Goosefish","MT",4,"Northern shortfin squid",0.24675,0.32755,0.482695450755153,0.0364355289114346,0.416313387265613,0.559662276800787,1.04083675647416,0.0191772675768843,1.00391990783753,1.0791111374225,0.149026374970215,0.0870401797214514,-0.0215723772838295,0.31962512722426,"none",0.0182487889210122,0.00257816242176619,0.013834877530916,0.0240709248303413
"NFURSEALSMI","Northern fur seal San Miguel Islands [pups]","NE Pacific","California","San Miguel Islands","NOAA 2013","mammals","Mammalia","Carnivora","Otariidae","Callorhinus ursinus","Northern fur seal","pups",3,"Northern anchovy",0.32,0.52135,0.30265963066443,0.108292161058399,0.15010233761625,0.610269323507273,0.510226061413518,0.0551718694053019,0.412779999467341,0.63067647192569,0.98639194733574,0.278131234732367,0.441254727260301,1.53152916741118,"positive",0.10984239432636,0.0139132707784874,0.0856939015322578,0.140795918678131
"NFURSTGEORGE","Northern fur seal St. George","Bering Sea","Pribolof Islands","St. George","Towell et al 2016 Figure 2","mammals","Mammalia","Carnivora","Otariidae","Callorhinus ursinus","Northern fur seal","# of males (harem males + idle males)",2,"Walleye pollock",57.370420325,93.0191258483333,0.143043367267426,0.0973017346573869,0.0377092728196572,0.542609374014168,0.609770195537486,0.0899238989006836,0.456704904826003,0.814135533550885,-0.274891498083416,0.490076312352603,-1.23544107029452,0.685658074127685,"none",0.0780653278528555,0.00894742003682106,0.0623585975664117,0.0977282307589345
"NFURSTPAUL","Northern fur seal St. Paul","Bering Sea","Pribolof Islands","St. Paul","Towell et al 2016 Figure 2","mammals","Mammalia","Carnivora","Otariidae","Callorhinus ursinus","Northern fur seal","# of males (harem males + idle males)",2,"Walleye pollock",57.370420325,93.0191258483333,0.0599628108286221,0.0712199423665245,0.00584603420410561,0.615038940405791,0.57397403654302,0.216407056035421,0.274129278273516,1.20179134713505,0.0327348473658989,0.52474298085171,-0.995761395103453,1.06123108983525,"none",0.0762014595862615,0.00841604319104718,0.0613692632938822,0.0946184153339102
"PACBTUNA","Pacific bluefin tuna Pacific Ocean","Pacific Ocean","Pacific Ocean","Pacific Ocean","RAM","fish","Actinopterygii","Perciformes","Scombridae","Thunnus orientalis","Pacific bluefin tuna","MT",3,"Northern anchovy",0.7999,0.8158,0.266009359063705,0.0319825991340934,0.210161971683698,0.336697350822255,1.65284518405481,0.237805712057679,1.24670000009102,2.19130280119814,-0.0749427383288535,0.119750631162541,-0.309653975407435,0.159768498749728,"none",0.0470788135497706,0.00433047927358252,0.0393122118112194,0.0563798011645206
"PERBOOPERU","Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","IMARPE.Renato","birds","Aves","Ciconiiformes","Sulidae","Sula variegata","Peruvian booby","number of adults",1,"Peruvian anchoveta",0.795671428571429,0.795671428571429,0.610603436020886,0.170913491698923,0.352773343444905,1.05687281368735,0.560740734028904,0.041074887106344,0.485746291060094,0.647313580332361,-0.152314990531949,0.305676694634705,-0.75144131201597,0.446811330952071,"none",0.177835569324628,0.0173764536756635,0.146840389378891,0.215373235189479
"PERPELPERU","Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","IMARPE.Renato","birds","Aves","Ciconiiformes","Pelecanidae","Pelecanus thagus","Peruvian pelican","number of adults",1,"Peruvian anchoveta",0.8,0.8,0.4375793434785,0.198060222407163,0.180207531536899,1.06252874231213,0.364786965086435,0.0769776507087273,0.241220797273147,0.551650319546415,-0.0834193492823593,0.357824402242005,-0.784755177676689,0.61791647911197,"none",0.184639832391803,0.0180343584052579,0.15246996949006,0.22359726193751
"PHSEALJFUCA","Pacific harbor seal Juan de la Fuca [abundance (total est.)]","NE Pacific","Washington","Juan de la Fuca","Jeffries et al. 2003","mammals","Mammalia","Carnivora","Phocidae","Phoca vitulina richardsi","Pacific harbor seal","abundance (total est.)",5,"Pacific hake",0.426,0.553916666666667,0.503505433461699,0.200659916400006,0.230553719972886,1.0996036913014,0.778966592098197,0.0840422731978305,0.630494761806187,0.962401257493087,0.24954522451073,0.414001006183441,-0.561896747608813,1.06098719663027,"none",0.147974345032822,0.0265256578291297,0.104135430837877,0.210268557125212
"PHSEALOR","Pacific harbor seal Oregon [abundance (total est.)]","NE Pacific","Oregon","Oregon","Brown et al. 2005","mammals","Mammalia","Carnivora","Phocidae","Phoca vitulina richardsi","Pacific harbor seal","abundance (total est.)",5,"Pacific hake",0.426,0.553916666666667,0.509581705086652,0.157698939381116,0.277836842842782,0.934625917506412,0.869267296878067,0.0352379672114623,0.802873421673499,0.941151634894933,0.353605771512882,0.433400128010424,-0.495858479387548,1.20307002241331,"none",0.0753586341935162,0.0131931482227186,0.0534698738581646,0.106207913685681
"PHSEALSJI","Pacific harbor seal San Juan Islands [abundance (total est.)]","NE Pacific","Washington","San Juan Islands","Jeffries et al. 2003","mammals","Mammalia","Carnivora","Phocidae","Phoca vitulina richardsi","Pacific harbor seal","abundance (total est.)",5,"Pacific hake",0.426,0.553916666666667,0.283257892568567,0.13057981960731,0.11475645261993,0.699176663887671,0.797231902152953,0.083930351761876,0.648590969231983,0.979937643231487,0.186883560282799,0.467497104896481,-0.729410765314303,1.1031778858799,"none",0.0847327044978433,0.015128053814224,0.0597139761642789,0.120233681839692
"PHSEALWA","Pacific harbor seal Coastal Estuaries [abundance (total est.)]","NE Pacific","Washington","Coastal Estuaries","Jeffries et al. 2003","mammals","Mammalia","Carnivora","Phocidae","Phoca vitulina richardsi","Pacific harbor seal","abundance (total est.)",5,"Pacific hake",0.426,0.553916666666667,0.457421333013431,0.158350848579524,0.232081588813636,0.901554823738311,0.758879535893117,0.0640788812137084,0.643127499193379,0.895464975016079,-0.0595290820288897,0.36079053383692,-0.766678528349253,0.647620364291474,"none",0.110823847274309,0.0185888831142917,0.0797729216300893,0.153961079445369
"POLL5YZ","Pollock NAFO-5YZ","USA/Canada East","US East Coast","Gulf of Maine / Georges Bank","RAM","fish","Actinopterygii","Gadiformes","Gadidae","Pollachius virens","Pollock","MT",4,"Longfin inshore squid",0.378,0.547333333333333,0.142316329308215,0.0355225610613005,0.0872546338609783,0.232124492322489,0.940767382579629,0.0954796837412786,0.771065251470188,1.14781889916348,0.206433285911392,0.359220619396574,-0.497639128105893,0.910505699928677,"none",0.0338652683600704,0.00419748391146777,0.0265612842598424,0.0431777465984014
"POLLNS-VI-IIIa","Pollock ICES IIIa, VI and North Sea","Europe","European Union","IIIa, VI and North Sea","RAM","fish","Actinopterygii","Gadiformes","Gadidae","Pollachius virens","Pollock","MT",3,"Norway pout",0.34605,0.62345,0.325501092720463,0.114636808045755,0.163217224630453,0.649140809752791,3.18904739468453,2.25477010781048,0.797664202486532,12.7497551649447,-0.274289785312579,0.0949968104694533,-0.460483533832707,-0.08809603679245,"negative",0.0802427614900827,0.0101885161218877,0.0625641915375076,0.102916710235025
"SHAKE4VWX","Silver hake Scotian Shelf and Bay of Fundy","USA/Canada East","Canada East Coast","Scotian Shelf and Bay of Fundy","RAM","fish","Actinopterygii","Gadiformes","Merlucciidae","Merluccius bilinearis","Silver hake","MT",4,"Atlantic mackerel",0.127833333333333,0.400208333333333,0.433489213075592,0.122499747318795,0.249133867938796,0.754264762987023,1.11391958736225,0.158281599609078,0.843142049998092,1.47165812345866,0.355912625845123,0.289447242795382,-0.211403970033826,0.923229221724072,"none",0.106568848567394,0.0167598539570923,0.078299894123962,0.145043867709454
"SSTHORNHPCOAST","Shortspine thornyhead Pacific Coast","USA/Canada West","US West Coast","Pacific Coast","RAM","fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastolobus alascanus","Shortspine thornyhead","MT",1,"Pacific hake",0.224633333333333,0.224633333333333,0.0477099771689795,0.0132257685773246,0.0277103341031181,0.0821441528995644,0.931385028192779,0.00755426346491206,0.916695739976905,0.946309700057642,0.0409834180376831,0.369559496454138,-0.683353195012427,0.765320031087793,"none",0.00152263849481403,0.000242714308382792,0.00111406256566926,0.00208105725596907
"STMARLINNEPAC","Striped marlin Northeast Pacific","Pacific Ocean","Pacific Ocean","Northeast Pacific","RAM","fish","Actinopterygii","Perciformes","Istiophoridae","Kajikia audax","Striped marlin","MT",3,"Pacific chub mackerel",0.26598,0.559213333333333,0.384560071913463,0.0830988974329202,0.251782877707032,0.58735705246075,2.16761777260354,0.810605137633145,1.04150276468825,4.51133397568383,0.46937812295527,0.254898351672317,-0.0302226463224702,0.96897889223301,"none",0.069013080099012,0.00976699905685213,0.0522954434042775,0.0910749563386065
"WHAKE4T","White hake Southern Gulf of St. Lawrence","USA/Canada East","Canada East Coast","Southern Gulf of St. Lawrence","RAM","fish","Actinopterygii","Gadiformes","Phycidae","Urophycis tenuis","White hake","MT",4,"Northern shortfin squid",0.3095,0.4495,0.0322352043439294,0.0176797464942732,0.0110019877125146,0.0944473331771593,5.34280728488685,2.9679292784053,1.79853291504734,15.8715970359034,-0.102893392825344,0.461475433991627,-1.00738524344893,0.801598457798245,"none",0.0718294624492753,0.00886169343052553,0.0564010065135658,0.091478361729429
"WHAKEGBGOM","White hake Georges Bank / Gulf of Maine","USA/Canada East","US East Coast","Gulf of Maine / Georges Bank","RAM","fish","Actinopterygii","Gadiformes","Phycidae","Urophycis tenuis","White hake","MT",4,"Northern shortfin squid",0.3095,0.4495,0.353350585352742,0.0257076953265646,0.306391205518404,0.407507245378901,1.53584292114916,0.100631026769984,1.35074575142034,1.74630456987455,0.0605651790270227,0.0781521783928832,-0.0926130906230283,0.213743448677074,"none",0.0305980181200387,0.00350756945337762,0.0244407749025566,0.0383064250870491
"WHITNS-VIId","Whiting NS-VIId","Europe","European Union","IV and VIId","RAM","fish","Actinopterygii","Gadiformes","Gadidae","Merlangius merlangus","Whiting","MT",3,"Sandeel spp.",0.207025,0.50765,0.290674055997667,0.154399036933842,0.102626676446411,0.823288931842732,0.932127304774903,0.19005234763362,0.625057147724011,1.39005099848976,-0.0221677489187976,0.394322850464864,-0.795040535829932,0.750705037992337,"none",0.127838947850701,0.0177707935803519,0.0973500419645539,0.167876626016504
"WMARLINATL","White marlin Atlantic","Atlantic Ocean","Atlantic Ocean","Atlantic Ocean","RAM","fish","Actinopterygii","Perciformes","Istiophoridae","Kajikia albida","White marlin","MT",1,"Northern shortfin squid",0.541,0.541,0.0915748285656079,0.00652712589585175,0.0796350764247472,0.105304717510317,1.12380689120311,0.049161550302502,1.03146554912873,1.22441503720836,-0.0550995595034086,0.130838231186936,-0.311542492629802,0.201343373622985,"none",0.00988716657765618,0.000950308841082084,0.00818948858903316,0.0119367725922752
"YTROCKNPCOAST","Yellowtail rockfish Northern Pacific Coast","USA/Canada West","US West Coast","Northern Pacific Coast","RAM","fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes flavidus","Yellowtail rockfish","MT",2,"Pacific hake",0.163,0.246,0.243816837590768,0.0863112031964537,0.121823945717572,0.487971801788291,0.918805621328511,0.0852802511217116,0.765978728682957,1.10212429950426,0.0148380143361145,0.394556130612714,-0.758492001664805,0.788168030337034,"none",0.0803929533747531,0.00911900249555755,0.0643671237098273,0.100408820214666
