region,area,location,comm_name,sci_name,reference,year,n,n_units,catch,catch_units,Date,NB Notes
North Sea,Scotland,Little Roe,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1992,1,Occupied territory,,,,
North Sea,Scotland,Samphrey,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1986,12,Occupied territory,,,,
North Sea,Scotland,Samphrey,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1992,25,Occupied territory,,,,
North Sea,Scotland,Samphrey,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2000,15,Individuals on land,,,,
North Sea,Scotland,Uynarey,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1992,1,Occupied territory,,,,
North Sea,Scotland,Uynarey,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2000,1,Occupied territory,,,,
North Sea,Scotland,Fladda Chuain to Gearran Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2010,2,Occupied territory,,,,
North Sea,Scotland,Fladda Chuain to Gearran Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2011,3,Occupied territory,,,,
North Sea,Scotland,Fladda Chuain to Gearran Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2012,2,Occupied territory,,,,
North Sea,Scotland,Fladda Chuain to Gearran Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2013,2,Individuals on land,,,,
North Sea,Scotland,Eilean Hoan,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2011,2,Occupied territory,,,,
North Sea,Scotland,Eilean Nan Ron 6,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2000,21,Occupied territory,,,,
North Sea,Scotland,Handa Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1986,66,Occupied territory,,,,
North Sea,Scotland,Handa Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1989,73,Occupied territory,,,,
North Sea,Scotland,Handa Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1990,81,Occupied territory,,,,
North Sea,Scotland,Handa Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1993,117,Occupied territory,,,,
North Sea,Scotland,Handa Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1994,112,Occupied territory,,,,
North Sea,Scotland,Handa Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1995,115,Occupied territory,,,,
North Sea,Scotland,Handa Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1996,116,Occupied territory,,,,
North Sea,Scotland,Handa Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1998,165,Occupied territory,,,,
North Sea,Scotland,Handa Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2000,195,Occupied territory,,,,
North Sea,Scotland,Handa Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2005,212,Occupied territory,,,,
North Sea,Scotland,Handa Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2006,202,Occupied territory,,,,
North Sea,Scotland,Handa Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2007,190,Occupied territory,,,,
North Sea,Scotland,Handa Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2008,272,Occupied territory,,,,
North Sea,Scotland,Handa Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2009,266,Occupied territory,,,,
North Sea,Scotland,Handa Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2010,241,Occupied territory,,,,
North Sea,Scotland,Handa Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2013,135,Occupied territory,,,,
North Sea,Scotland,Handa Island,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2015,256,Occupied territory,,,,
North Sea,Scotland,Eilean a' Mhadaidh,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2017,2,Individuals on land,,,,
North Sea,Scotland,Eilean an Roin Mor,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1987,1,Occupied nests,,,,
North Sea,Scotland,Eilean an Roin Mor,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2000,0,Occupied nests,,,,
North Sea,Scotland,Eilean Ard,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2017,1,Individuals on land,,,,
North Sea,Scotland,Rubha Stoer,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1986,15,Occupied territory,,,,
North Sea,Scotland,Rubha Stoer,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1990,5,Occupied territory,,,,
North Sea,Scotland,Rubha Stoer,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2000,0,Occupied territory,,,,
North Sea,Scotland,Floddaybeg,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,Haskeir,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,Coppay,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2010,2,Occupied territory,,,,
North Sea,Scotland,Druim Mor,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1986,12,Occupied nests,,,,
North Sea,Scotland,Druim Mor,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1987,17,Occupied territory,,,,
North Sea,Scotland,Druim Mor,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1989,14,Occupied territory,,,,
North Sea,Scotland,Druim Mor,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1990,11,Occupied territory,,,,
North Sea,Scotland,Druim Mor,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1996,6,Occupied nests,,,,
North Sea,Scotland,Druim Mor,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,42,Occupied territory,,,,
North Sea,Scotland,West Group,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1998,1,Occupied nests,,,,
North Sea,Scotland,26,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,27,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,28,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,29,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,3,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,30,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,31,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,32,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,33,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,4,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,5,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,63,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,64,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,65,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,66,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,69,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,7,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,70,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,8,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,Arnish Moor,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1990,3,Occupied territory,,,,
North Sea,Scotland,Cellar Head (skuas),Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1986,2,Occupied nests,,,,
North Sea,Scotland,Cellar Head (skuas),Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,14,Occupied territory,,,,
North Sea,Scotland,Eye Peninsula (skuas),Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1986,5,Occupied nests,,,,
North Sea,Scotland,Eye Peninsula (skuas),Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1987,4,Occupied nests,,,,
North Sea,Scotland,Eye Peninsula (skuas),Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1989,3,Occupied nests,,,,
North Sea,Scotland,Eye Peninsula (skuas),Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1990,4,Occupied territory,,,,
North Sea,Scotland,Eye Peninsula (skuas),Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,5,Occupied territory,,,,
North Sea,Scotland,Galson Moor,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1986,4,Occupied nests,,,,
North Sea,Scotland,Galson Moor,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1987,4,Occupied nests,,,,
North Sea,Scotland,Loch a' Chlachain,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,3,Occupied territory,,,,
North Sea,Scotland,Loch Bacabhat Chrois,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,2,Occupied territory,,,,
North Sea,Scotland,Loch Glinnavat,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1987,2,Occupied territory,,,,
North Sea,Scotland,Loch Glinnavat,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,2,Occupied territory,,,,
North Sea,Scotland,Mul Thagaraidh,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1986,1,Occupied territory,,,,
North Sea,Scotland,Trom Trosdain,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied territory,,,,
North Sea,Scotland,Berneray,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1985,1,Occ. nests/sites,,,,
North Sea,Scotland,Berneray,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1994,1,Occupied territory,,,,
North Sea,Scotland,Berneray,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2003,3,Occupied territory,,,,
North Sea,Scotland,Berneray,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2009,1,Occupied territory,,,,
North Sea,Scotland,Berneray,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2013,2,Occupied territory,,,,
North Sea,Scotland,Mingulay,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1985,5,Occupied territory,,,,
North Sea,Scotland,Mingulay,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1989,2,Occupied territory,,,,
North Sea,Scotland,Mingulay,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1990,2,Occupied territory,,,,
North Sea,Scotland,Mingulay,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1994,12,Occupied territory,,,,
North Sea,Scotland,Mingulay,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1995,4,Occupied nests,,,,
North Sea,Scotland,Mingulay,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1998,13,Occupied territory,,,,
North Sea,Scotland,Mingulay,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2003,44,Occupied territory,,,,
North Sea,Scotland,Mingulay,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2009,45,Occupied territory,,,,
North Sea,Scotland,Mingulay,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2010,47,Occupied territory,,,,
North Sea,Scotland,Mingulay,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2011,43,Occupied territory,,,,
North Sea,Scotland,Mingulay,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2012,71,Occupied territory,,,,
North Sea,Scotland,Mingulay,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2013,76,Occupied territory,,,,
North Sea,Scotland,Mingulay,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2015,101,Occupied territory,,,,
North Sea,Scotland,Mingulay,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2016,160,Occupied territory,,,,
North Sea,Scotland,North Rona,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1986,14,Occupied territory,,,,
North Sea,Scotland,North Rona,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1989,16,Occupied territory,,,,
North Sea,Scotland,North Rona,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1990,20,Occupied territory,,,,
North Sea,Scotland,North Rona,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1993,18,Occupied territory,,,,
North Sea,Scotland,North Rona,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1995,10,Occupied territory,,,,
North Sea,Scotland,North Rona,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1998,19,Occupied territory,,,,
North Sea,Scotland,North Rona,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2009,20,Occupied territory,,,,
North Sea,Scotland,North Rona,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2012,26,Occupied nests,,,,
North Sea,Scotland,North Rona,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2012,5,Occupied territory,,,,
North Sea,Scotland,Eilean an Taighe,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1986,1,Occupied territory,,,,
North Sea,Scotland,Eilean an Taighe,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1995,1,Occupied territory,,,,
North Sea,Scotland,Eilean an Taighe,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2010,2,Occupied territory,,,,
North Sea,Scotland,Eilean an Taighe,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2011,2,Occupied territory,,,,
North Sea,Scotland,Eilean an Taighe,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2012,2,Occupied territory,,,,
North Sea,Scotland,Eilean an Taighe,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2013,2,Occupied territory,,,,
North Sea,Scotland,Eilean Mhuire,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1986,1,Occupied territory,,,,
North Sea,Scotland,Eilean Mhuire,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1999,2,Occupied territory,,,,
North Sea,Scotland,Eilean Mhuire,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2010,2,Occupied territory,,,,
North Sea,Scotland,Eilean Mhuire,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2011,3,Occupied territory,,,,
North Sea,Scotland,Garbh Eilean,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1986,3,Occupied territory,,,,
North Sea,Scotland,Garbh Eilean,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1995,13,Occupied territory,,,,
North Sea,Scotland,Garbh Eilean,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1999,24,Occupied territory,,,,
North Sea,Scotland,Garbh Eilean,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2011,8,Occupied territory,,,,
North Sea,Scotland,Garbh Eilean,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2012,8,Occupied territory,,,,
North Sea,Scotland,Garbh Eilean,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2013,8,Occupied territory,,,,
North Sea,Scotland,Shillay,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,1,Occupied nests,,,,
North Sea,Scotland,Muldoanich,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,5,Occupied territory,,,,
North Sea,Scotland,Pabbay,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2015,6,Occupied territory,,,,
North Sea,Scotland,Rosinish,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2002,2,Occupied territory,,,,
North Sea,Scotland,Boreray and Stacs,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1987,2,Occupied territory,,,,
North Sea,Scotland,Boreray and Stacs,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1989,3,Occupied territory,,,,
North Sea,Scotland,Boreray and Stacs,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1990,1,Occupied territory,,,,
North Sea,Scotland,Boreray and Stacs,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1992,2,Occupied nests,,,,
North Sea,Scotland,Boreray and Stacs,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1996,3,Occupied territory,,,,
North Sea,Scotland,Boreray and Stacs,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1997,2,Occupied territory,,,,
North Sea,Scotland,Boreray and Stacs,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2000,6,Occupied territory,,,,
North Sea,Scotland,Dun,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1996,1,Occupied territory,,,,
North Sea,Scotland,Hirta,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1986,31,Occupied territory,,,,
North Sea,Scotland,Hirta,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1987,44,Occupied nests,,,,
North Sea,Scotland,Hirta,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1989,45,Occupied territory,,,,
North Sea,Scotland,Hirta,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1990,66,Occupied territory,,,,
North Sea,Scotland,Hirta,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1991,55,Occupied territory,,,,
North Sea,Scotland,Hirta,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1992,53,Occupied territory,,,,
North Sea,Scotland,Hirta,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1993,108,Occupied territory,,,,
North Sea,Scotland,Hirta,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1994,128,Occupied territory,,,,
North Sea,Scotland,Hirta,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1996,213,Occupied territory,,,,
North Sea,Scotland,Hirta,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1997,233,Occupied territory,,,,
North Sea,Scotland,Hirta,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2000,210,Occupied territory,,,,
North Sea,Scotland,Hirta,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2007,189,Occupied territory,,,,
North Sea,Scotland,Hirta,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2008,139,Occupied territory,,,,
North Sea,Scotland,Hirta,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2009,174,Occupied territory,,,,
North Sea,Scotland,Hirta,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,2012,151,Occupied territory,,,,
North Sea,Scotland,Soay and Stacs,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1987,8,Occupied territory,,,,
North Sea,Scotland,Soay and Stacs,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1989,8,Occupied territory,,,,
North Sea,Scotland,Soay and Stacs,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1990,5,Occupied territory,,,,
North Sea,Scotland,Soay and Stacs,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1992,3,Occupied territory,,,,
North Sea,Scotland,Soay and Stacs,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1994,15,Occupied territory,,,,
North Sea,Scotland,Soay and Stacs,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1996,12,Occupied territory,,,,
North Sea,Scotland,Soay and Stacs,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1997,36,Occupied nests,,,,
North Sea,Scotland,Tolsta Head Moir,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1988,8,Occupied territory,,,,
North Sea,Scotland,Tolsta Head Moir,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1989,4,Occupied territory,,,,
North Sea,Scotland,Tolsta Head Moir,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1990,3,Occupied territory,,,,
North Sea,Scotland,Tolsta Head Moir,Great Skua,Stercorarius skua,JNCC Scotland 11.15 NB,1999,8,Occupied territory,,,,
North Sea,Scotland,Auchmithie,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1986,125,Occupied sites,,,,
North Sea,Scotland,Auchmithie,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1996,11,Occupied sites,,,,
North Sea,Scotland,Auchmithie,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2001,192,Occupied sites,,,,
North Sea,Scotland,Rumkemno,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2001,22,Occupied sites,,,,
North Sea,Scotland,South Lunan Bay,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2001,7,Occupied sites,,,,
North Sea,Scotland,Whiting Ness to Ethie Haven 1,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1986,30,Individuals on land,,,,
North Sea,Scotland,Whiting Ness to Ethie Haven 1,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1996,22,Occupied sites,,,,
North Sea,Scotland,Whiting Ness to Ethie Haven 1,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2001,31,Occupied sites,,,,
North Sea,Scotland,Whiting Ness to Ethie Haven 10,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2001,37,Occupied sites,,,,
North Sea,Scotland,Whiting Ness to Ethie Haven 2,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2001,6,Occupied sites,,,,
North Sea,Scotland,Whiting Ness to Ethie Haven 3,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2001,37,Occupied sites,,,,
North Sea,Scotland,Whiting Ness to Ethie Haven 4,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2001,40,Occupied sites,,,,
North Sea,Scotland,Whiting Ness to Ethie Haven 5,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2001,17,Occupied sites,,,,
North Sea,Scotland,Whiting Ness to Ethie Haven 6,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2001,49,Occupied sites,,,,
North Sea,Scotland,Whiting Ness to Ethie Haven 7,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2001,242,Occupied sites,,,,
North Sea,Scotland,Whiting Ness to Ethie Haven 8,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2001,296,Occupied sites,,,,
North Sea,Scotland,Whiting Ness to Ethie Haven 9,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2001,4,Occupied sites,,,,
North Sea,Scotland,Buckiemill,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1987,50,Occupied sites,,,,
North Sea,Scotland,Buckiemill,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1989,155,Individuals on land,,,,
North Sea,Scotland,Buckiemill,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2001,141,Occupied sites,,,,
North Sea,Scotland,Rickle Craig to Scurdie Ness 1,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1987,10,Occupied sites,,,,
North Sea,Scotland,Rickle Craig to Scurdie Ness 1,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2001,30,Occupied sites,,,,
North Sea,Scotland,Rickle Craig to Scurdie Ness 2,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1987,0,Occupied sites,,,,
North Sea,Scotland,Rickle Craig to Scurdie Ness 2,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2001,34,Occupied sites,,,,
North Sea,Scotland,Galdrines,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1986,18,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1986,233,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1987,278,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1988,290,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1989,290,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1991,323,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1992,365,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1993,375,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1994,425,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1995,450,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1996,475,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1997,475,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1998,475,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1999,500,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2000,500,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2001,472,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2002,480,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2003,500,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2004,500,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2005,500,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2006,508,Occupied sites,,,,
North Sea,Scotland,Sanda Islands,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2010,132,Occupied sites,,,,
North Sea,Scotland,The Castles,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,1987,30,Occupied sites,,,,
North Sea,Scotland,Ardnahoe,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2000,3,Occupied sites,,,,
North Sea,Scotland,Clate Point,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2000,2,Occupied sites,,,,
North Sea,Scotland,Dunstrone,Fulmar,Fulmarus glacialis,JNCC Scotland 11.15 NB,2000,2,Occupied sites,,,,
