"stocklong","region","area","location","pred_comm","pred_species","reference","year","n","n_units","notes"
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1963,10850000,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1964,13270833.33,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1965,3858333.333,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1966,2273333.333,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1967,2815833.333,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1968,2983333.333,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1969,1906666.667,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1970,2085833.333,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1971,3015833.333,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1972,1084166.667,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1973,703333.3333,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1974,755833.3333,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1975,1033333.333,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1976,887500,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1977,1134166.667,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1978,1109166.667,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1979,1765833.333,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1980,2083333.333,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1981,2776666.667,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1982,3135833.333,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1983,265000,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1984,1257629.667,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1985,969085.6667,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1986,909222.6667,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1987,1073932.667,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1988,1196871.333,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1989,971203.3333,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1990,1194055.333,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1991,1155814.667,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1992,706027,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1993,1617690.333,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1994,2230455.667,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1995,2178261,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1996,2997812,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1997,1012767.448,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1998,108280.25,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",1999,440831.5,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",2000,431148.0833,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",2001,481415.0833,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",2002,350749.4167,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",2003,686474,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",2004,715821.4167,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",2005,505398.5,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",2006,1175254.25,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",2007,1109674.833,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",2008,1421967.917,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",2009,867042.0833,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",2010,1248784.583,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",2011,1554632.083,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",2012,1620781.333,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",2013,2185185.917,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",2014,1874420,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",2015,1771418.036,"number of adults",NA
"Guanay cormorant Peru (number of adults)","Humboldt","Peru","Peru","Guanay cormorant","Phalacrocorax bougainvillii","IMARPE.Renato",2016,1726539.5,"number of adults",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1953,13966078,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1954,21395256,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1955,20983856,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1956,18000080,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1957,9340691,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1958,7173264.5,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1959,11376585,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1960,11046856,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1961,13575937,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1962,13205490,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1963,11038415,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1964,13403804,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1965,4008914.2,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1966,2413648.5,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1967,2982409.2,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1968,3061148.8,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1969,1915303.6,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1970,2198218.8,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1971,3093777.8,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1972,1212314.5,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1973,801149.8,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1974,839171.4,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1975,1121969.2,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1976,996767.56,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1977,1238847.5,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1978,1235916.8,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1979,1845630,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1980,2292002.8,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1981,2860763.5,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1982,3225700.5,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1983,364546.22,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1984,1300823.1,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1985,2400557.8,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1986,1090903.2,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1987,1251313,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1988,1248382.2,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1989,1368074,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1990,1365260.5,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1991,1770680.9,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1992,1359399,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1993,2826532.5,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1994,3069081.2,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1995,2780422,"number of individuals",NA
"Guanay cormorant Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Guanay cormorant","Phalacrocorax bougainvillii","Jahncke 1998 Figuera 1",1996,3757534,"number of individuals",NA
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1953,1991666.667,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1954,2399166.667,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1955,2711666.667,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1956,2725000,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1957,1320000,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1958,1176666.667,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1959,1455000,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1960,1804166.667,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1961,1796666.667,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1962,1993333.333,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1963,1697500,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1964,1883333.333,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1965,1146666.667,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1966,1137500,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1967,1037500,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1968,1157500,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1969,1298333.333,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1970,1296666.667,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1971,1497500,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1972,762500,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1973,904166.6667,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1974,1324166.667,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1975,1354166.667,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1976,1338333.333,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1977,1533333.333,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1978,2325833.333,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1979,1800833.333,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1980,1706666.667,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1981,1959166.667,"number of adults","average of monthly counts"
"Peruvian booby 6-14°S (number of adults)","Humboldt","Peru","6-14°S","Peruvian booby","Sula variegata","Tovar et al in Pauly and Tsukayama 1987 pdf p 224 Table 4",1982,1825000,"number of adults","average of monthly counts"
"Peruvian booby Grupo Pescadores (number of breeders)","Humboldt","Peru","Grupo Pescadores","Peruvian booby","Sula variegata","Table A.5.1 in Boyd 2012 ",2008,15000,"number of breeders",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1953,1991666.667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1954,2399166.667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1955,2711666.667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1956,2725000,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1957,1320000,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1958,1176666.667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1959,1455000,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1960,1804166.667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1961,1796666.667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1962,1993333.333,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1963,1697500,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1964,1883333.333,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1965,1146666.667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1966,1137500,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1967,1037500,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1968,1157500,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1969,1298333.333,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1970,1296666.667,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1971,1497500,"number of adults",NA
"Peruvian booby Peru (number of adults)","Humboldt","Peru","Peru","Peruvian booby","Sula variegata","IMARPE.Renato",1972,762500,"number of adults",NA
