sort_cmf,sort_orig,ecoregion,country,island group,location,pred_common,pred_scientific,predator stage,stage units,stocklong,season,source,year_orig,year,n,n_units,ff_common,ff_scientific,ff_eaten_mm,ff_eaten_yr,ff_diet_perc,ff_diet_perc_units,notes
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,1984,,13965,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,1985,,15154,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,1986,,17336,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,1987,,19319,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,1988,,19515,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,1989,,23882,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,1990,,24573,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,1991,,29933,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,1992,,20597,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,1993,,22878,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,1994,,35585,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,1995,,36179,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,1996,,41240,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,1997,,41436,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,1998,,14923,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,1999,,42225,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,2000,,49570,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,2001,,49171,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,2002,,45494,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,2003,,36556,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,2004,,48465,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,2005,,56208,Pups,,,,,,,
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,2006,,54319,Pups,,,,,,,this data only goes until 2005
,,CA Current,CA,Southern California,,California Sea Lion,Zalophus californianus californianus,,,,Jul,Carretta et al 2011 Figure 2,2007,,59777,Pups,,,,,,,this data only goes until 2005
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1927,,1621.5965,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1928,,2233.0288,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1930,,2023.7974,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1936,,3647.5622,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1938,,4461938,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1946,,6080.7159,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1947,,3826.8723,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1958,,12193.9546,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1959,,15059.6642,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1961,,18736.714,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1964,,34490.2021,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1965,,16885.5051,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1969,,17081.2934,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1970,,18102.5156,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1975,,35898.0141,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1976,,42241.0821,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1977,,38349.8142,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1992,,54894.4784,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1993,,63488.5713,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1994,,77608.9714,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1995,,97051.0007,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1996,,80879.2669,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1997,,91725.0351,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1998,,50172.79,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,1999,,95404.9035,Total Counts,,,,,,,
,,CA Current,CA,"Santa Barbara, San Clemente, San Miguel, San Nicholas",,California Sea Lion,,,,,,Lowry and Maravilla 2005 Figure 2,2000,,120780,Total Counts,,,,,,,
,,CA Current,CA,SE Farallon Island,,Common Murre,Uria aalge,,,,May-Jun,Lee et al 2008 Figure 1,1986,,31517,Breeding Adults,,,,,,,
,,CA Current,CA,SE Farallon Island,,Common Murre,Uria aalge,,,,May-Jun,Lee et al 2008 Figure 1,1987,,35524,Breeding Adults,,,,,,,
,,CA Current,CA,SE Farallon Island,,Common Murre,Uria aalge,,,,May-Jun,Lee et al 2008 Figure 1,1988,,32429,Breeding Adults,,,,,,,
,,CA Current,CA,SE Farallon Island,,Common Murre,Uria aalge,,,,May-Jun,Lee et al 2008 Figure 1,1990,,43552,Breeding Adults,,,,,,,
,,CA Current,CA,SE Farallon Island,,Common Murre,Uria aalge,,,,May-Jun,Lee et al 2008 Figure 1,1991,,35573,Breeding Adults,,,,,,,
,,CA Current,CA,SE Farallon Island,,Common Murre,Uria aalge,,,,May-Jun,Lee et al 2008 Figure 1,1992,,32923,Breeding Adults,,,,,,,
,,CA Current,CA,SE Farallon Island,,Common Murre,Uria aalge,,,,May-Jun,Lee et al 2008 Figure 1,1993,,44476,Breeding Adults,,,,,,,
,,CA Current,CA,SE Farallon Island,,Common Murre,Uria aalge,,,,May-Jun,Lee et al 2008 Figure 1,1995,,69803,Breeding Adults,,,,,,,
,,CA Current,CA,SE Farallon Island,,Common Murre,Uria aalge,,,,May-Jun,Lee et al 2008 Figure 1,1996,,65820,Breeding Adults,,,,,,,
,,CA Current,CA,SE Farallon Island,,Common Murre,Uria aalge,,,,May-Jun,Lee et al 2008 Figure 1,1997,,61394,Breeding Adults,,,,,,,
,,CA Current,CA,SE Farallon Island,,Common Murre,Uria aalge,,,,May-Jun,Lee et al 2008 Figure 1,1998,,53415,Breeding Adults,,,,,,,
,,CA Current,CA,SE Farallon Island,,Common Murre,Uria aalge,,,,May-Jun,Lee et al 2008 Figure 1,1999,,59199,Breeding Adults,,,,,,,
,,CA Current,CA,SE Farallon Island,,Common Murre,Uria aalge,,,,May-Jun,Lee et al 2008 Figure 1,2000,,54328,Breeding Adults,,,,,,,
,,CA Current,CA,SE Farallon Island,,Common Murre,Uria aalge,,,,May-Jun,Lee et al 2008 Figure 1,2001,,68545,Breeding Adults,,,,,,,
,,CA Current,CA,SE Farallon Island,,Common Murre,Uria aalge,,,,May-Jun,Lee et al 2008 Figure 1,2002,,104513,Breeding Adults,,,,,,,
,,CA Current,CA,SE Farallon Island,,Common Murre,Uria aalge,,,,May-Jun,Lee et al 2008 Figure 1,2003,,107189,Breeding Adults,,,,,,,
,,CA Current,CA,SE Farallon Island,,Common Murre,Uria aalge,,,,May-Jun,Lee et al 2008 Figure 1,2004,,169790,Breeding Adults,,,,,,,
,,CA Current,CA,"UU Colony, SE Farallon Island",,Common Murre,Uria aalge,,,,Apr-Jul,Lee et al 2008 Figure 1,1987,,51.4,Adults,,,,,,,index colony that were banded
,,CA Current,CA,"UU Colony, SE Farallon Island",,Common Murre,Uria aalge,,,,Apr-Jul,Lee et al 2008 Figure 1,1988,,58.5,Adults,,,,,,,index colony that were banded
,,CA Current,CA,"UU Colony, SE Farallon Island",,Common Murre,Uria aalge,,,,Apr-Jul,Lee et al 2008 Figure 1,1989,,70.2,Adults,,,,,,,index colony that were banded
,,CA Current,CA,"UU Colony, SE Farallon Island",,Common Murre,Uria aalge,,,,Apr-Jul,Lee et al 2008 Figure 1,1990,,68.4,Adults,,,,,,,index colony that were banded
,,CA Current,CA,"UU Colony, SE Farallon Island",,Common Murre,Uria aalge,,,,Apr-Jul,Lee et al 2008 Figure 1,1991,,58.3,Adults,,,,,,,index colony that were banded
,,CA Current,CA,"UU Colony, SE Farallon Island",,Common Murre,Uria aalge,,,,Apr-Jul,Lee et al 2008 Figure 1,1992,,52.3,Adults,,,,,,,index colony that were banded
,,CA Current,CA,"UU Colony, SE Farallon Island",,Common Murre,Uria aalge,,,,Apr-Jul,Lee et al 2008 Figure 1,1993,,53.3,Adults,,,,,,,index colony that were banded
,,CA Current,CA,"UU Colony, SE Farallon Island",,Common Murre,Uria aalge,,,,Apr-Jul,Lee et al 2008 Figure 1,1994,,60.2,Adults,,,,,,,index colony that were banded
,,CA Current,CA,"UU Colony, SE Farallon Island",,Common Murre,Uria aalge,,,,Apr-Jul,Lee et al 2008 Figure 1,1996,,39,Adults,,,,,,,index colony that were banded
,,CA Current,CA,"UU Colony, SE Farallon Island",,Common Murre,Uria aalge,,,,Apr-Jul,Lee et al 2008 Figure 1,1997,,55.4,Adults,,,,,,,index colony that were banded
,,CA Current,CA,"UU Colony, SE Farallon Island",,Common Murre,Uria aalge,,,,Apr-Jul,Lee et al 2008 Figure 1,1998,,45,Adults,,,,,,,index colony that were banded
,,CA Current,CA,"UU Colony, SE Farallon Island",,Common Murre,Uria aalge,,,,Apr-Jul,Lee et al 2008 Figure 1,1999,,47.1,Adults,,,,,,,index colony that were banded
,,CA Current,CA,"UU Colony, SE Farallon Island",,Common Murre,Uria aalge,,,,Apr-Jul,Lee et al 2008 Figure 1,2000,,46.9,Adults,,,,,,,index colony that were banded
,,CA Current,CA,"UU Colony, SE Farallon Island",,Common Murre,Uria aalge,,,,Apr-Jul,Lee et al 2008 Figure 1,2001,,41.1,Adults,,,,,,,index colony that were banded
,,CA Current,CA,"UU Colony, SE Farallon Island",,Common Murre,Uria aalge,,,,Apr-Jul,Lee et al 2008 Figure 1,2002,,40.2,Adults,,,,,,,index colony that were banded
,,CA Current,CA,"UU Colony, SE Farallon Island",,Common Murre,Uria aalge,,,,Apr-Jul,Lee et al 2008 Figure 1,2003,,32.1,Adults,,,,,,,index colony that were banded
,,CA Current,CA,"UU Colony, SE Farallon Island",,Common Murre,Uria aalge,,,,Apr-Jul,Lee et al 2008 Figure 1,2004,,41.4,Adults,,,,,,,index colony that were banded
,,CA Current,CA,San Diego Bay,,Elegant Tern,Sterna elegans,,,,,Schaffner 1986 Figure 4,1959,,29,Breeding Pairs,,,,,,,
,,CA Current,CA,San Diego Bay,,Elegant Tern,Sterna elegans,,,,,Schaffner 1986 Figure 4,1960,,37,Breeding Pairs,,,,,,,
,,CA Current,CA,San Diego Bay,,Elegant Tern,Sterna elegans,,,,,Schaffner 1986 Figure 4,1962,,54,Breeding Pairs,,,,,,,
,,CA Current,CA,San Diego Bay,,Elegant Tern,Sterna elegans,,,,,Schaffner 1986 Figure 4,1966,,79,Breeding Pairs,,,,,,,
,,CA Current,CA,San Diego Bay,,Elegant Tern,Sterna elegans,,,,,Schaffner 1986 Figure 4,1979,,450,Breeding Pairs,,,,,,,
,,CA Current,CA,San Diego Bay,,Elegant Tern,Sterna elegans,,,,Mar-Aug,Schaffner 1986 Figure 4,1980,,607,Breeding Pairs,,,,,,,
,,CA Current,CA,San Diego Bay,,Elegant Tern,Sterna elegans,,,,Mar-Aug,Schaffner 1986 Figure 4,1981,,861,Breeding Pairs,,,,,,,
,,CA Current,CA,San Diego Bay,,Elegant Tern,Sterna elegans,,,,Mar-Aug,Schaffner 1986 Figure 4,1982,,801,Breeding Pairs,,,,,,,
,,CA Current,CA,San Diego Bay,,Elegant Tern,Sterna elegans,,,,Mar-Aug,Schaffner 1986 Figure 4,1983,,437,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1980,,15141,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1981,,16532,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1982,,17922,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1983,,20262,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1984,,21654,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1985,,24938,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1986,,14026,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1987,,27249,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1988,,29114,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1989,,30032,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1990,,24326,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1991,,29977,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1992,,19064,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1993,,21877,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1994,,35570,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1995,,34124,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1996,,46873,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1997,,68138,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1998,,0,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1999,,63821,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,2000,,94079,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,2001,,49572,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,2002,,84086,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,2003,,1724,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,2004,,84977,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,2005,,66969,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,2006,,78770,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,2007,,74484,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,2008,,99062,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,2009,,7709,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,2010,,584,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,2011,,81471,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,2012,,154000,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,2013,,117000,Breeding Pairs,,,,,,,
,,,Gulf of California,Isla Rasa,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,2014,,0,Breeding Pairs,,,,,,,
,,,CA,San Diego Bay,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1991,,147,Breeding Pairs,,,,,,,
,,,CA,San Diego Bay,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1992,,0,Breeding Pairs,,,,,,,
,,,CA,San Diego Bay,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1993,,153,Breeding Pairs,,,,,,,
,,,CA,San Diego Bay,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1994,,0,Breeding Pairs,,,,,,,
,,,CA,San Diego Bay,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1995,,1893,Breeding Pairs,,,,,,,
,,,CA,San Diego Bay,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1996,,0,Breeding Pairs,,,,,,,
,,,CA,San Diego Bay,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1997,,0,Breeding Pairs,,,,,,,
,,,CA,San Diego Bay,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1998,,0,Breeding Pairs,,,,,,,
,,,CA,San Diego Bay,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,1999,,3061,Breeding Pairs,,,,,,,
,,,CA,San Diego Bay,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,2000,,0,Breeding Pairs,,,,,,,
,,,CA,San Diego Bay,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,2001,,0,Breeding Pairs,,,,,,,
,,,CA,San Diego Bay,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,2002,,0,Breeding Pairs,,,,,,,
,,,CA,San Diego Bay,,Elegant Tern,Thalasseus elegans,,,,,Velarde et al 2015,2003,,10371,Breeding Pairs,,,,,,,
