Specie,Year,Abundance,Abundance_Type,Area,Large Area,Reference,Comment
Brown pelican,1970,2796,Nesting pairs,FromFlorida_TO_Maryland_andGulfCoast_to_Alabama,Atlantic coast,esasuccess.org,
Brown pelican,1971,3512,Nesting pairs,FromFlorida_TO_Maryland_andGulfCoast_to_Alabama,Atlantic coast,esasuccess.org,
Brown pelican,1973,3748,Nesting pairs,FromFlorida_TO_Maryland_andGulfCoast_to_Alabama,Atlantic coast,esasuccess.org,
Brown pelican,1973,3397,Nesting pairs,FromFlorida_TO_Maryland_andGulfCoast_to_Alabama,Atlantic coast,esasuccess.org,
Brown pelican,1974,3398,Nesting pairs,FromFlorida_TO_Maryland_andGulfCoast_to_Alabama,Atlantic coast,esasuccess.org,
Brown pelican,1975,4338,Nesting pairs,FromFlorida_TO_Maryland_andGulfCoast_to_Alabama,Atlantic coast,esasuccess.org,
Brown pelican,1976,4222,Nesting pairs,FromFlorida_TO_Maryland_andGulfCoast_to_Alabama,Atlantic coast,esasuccess.org,
Brown pelican,1977,5661,Nesting pairs,FromFlorida_TO_Maryland_andGulfCoast_to_Alabama,Atlantic coast,esasuccess.org,
Brown pelican,1979,7542,Nesting pairs,FromFlorida_TO_Maryland_andGulfCoast_to_Alabama,Atlantic coast,esasuccess.org,
Brown pelican,1978,8010,Nesting pairs,FromFlorida_TO_Maryland_andGulfCoast_to_Alabama,Atlantic coast,esasuccess.org,
Brown pelican,1980,9039,Nesting pairs,FromFlorida_TO_Maryland_andGulfCoast_to_Alabama,Atlantic coast,esasuccess.org,
Brown pelican,1981,8835,Nesting pairs,FromFlorida_TO_Maryland_andGulfCoast_to_Alabama,Atlantic coast,esasuccess.org,
Brown pelican,1983,8544,Nesting pairs,FromFlorida_TO_Maryland_andGulfCoast_to_Alabama,Atlantic coast,esasuccess.org,
Brown pelican,1985,10365,Nesting pairs,FromFlorida_TO_Maryland_andGulfCoast_to_Alabama,Atlantic coast,esasuccess.org,
Brown pelican,1989,13906,Nesting pairs,FromFlorida_TO_Maryland_andGulfCoast_to_Alabama,Atlantic coast,esasuccess.org,
Brown pelican,1991,13937,Nesting pairs,FromFlorida_TO_Maryland_andGulfCoast_to_Alabama,Atlantic coast,esasuccess.org,
Brown pelican,1993,12281,Nesting pairs,FromFlorida_TO_Maryland_andGulfCoast_to_Alabama,Atlantic coast,esasuccess.org,
Brown pelican,1995,11725,Nesting pairs,FromFlorida_TO_Maryland_andGulfCoast_to_Alabama,Atlantic coast,esasuccess.org,
Brown pelican,1999,15670,Nesting pairs,FromFlorida_TO_Maryland_andGulfCoast_to_Alabama,Atlantic coast,esasuccess.org,
Dolphinfish,1987,0.53,StandarizedCPUE,Gulf of Mexico,Gulf of Mexico,Kleisner2008,
Dolphinfish,1988,0.6,StandarizedCPUE,Gulf of Mexico,Gulf of Mexico,Kleisner2008,
Dolphinfish,1989,1.5,StandarizedCPUE,Gulf of Mexico,Gulf of Mexico,Kleisner2008,
Dolphinfish,1990,2.33,StandarizedCPUE,Gulf of Mexico,Gulf of Mexico,Kleisner2008,
Dolphinfish,1991,2.03,StandarizedCPUE,Gulf of Mexico,Gulf of Mexico,Kleisner2008,
Dolphinfish,1992,1.52,StandarizedCPUE,Gulf of Mexico,Gulf of Mexico,Kleisner2008,
Dolphinfish,1993,0.99,StandarizedCPUE,Gulf of Mexico,Gulf of Mexico,Kleisner2008,
Dolphinfish,1994,0.8,StandarizedCPUE,Gulf of Mexico,Gulf of Mexico,Kleisner2008,
Dolphinfish,1995,1.65,StandarizedCPUE,Gulf of Mexico,Gulf of Mexico,Kleisner2008,
Dolphinfish,1996,1.17,StandarizedCPUE,Gulf of Mexico,Gulf of Mexico,Kleisner2008,
Dolphinfish,1997,1.63,StandarizedCPUE,Gulf of Mexico,Gulf of Mexico,Kleisner2008,
Dolphinfish,1998,0.5,StandarizedCPUE,Gulf of Mexico,Gulf of Mexico,Kleisner2008,
Dolphinfish,1999,0.77,StandarizedCPUE,Gulf of Mexico,Gulf of Mexico,Kleisner2008,
Dolphinfish,2000,0.39,StandarizedCPUE,Gulf of Mexico,Gulf of Mexico,Kleisner2008,
Dolphinfish,2001,0.57,StandarizedCPUE,Gulf of Mexico,Gulf of Mexico,Kleisner2008,
Dolphinfish,2002,0.81,StandarizedCPUE,Gulf of Mexico,Gulf of Mexico,Kleisner2008,
Dolphinfish,2003,0.41,StandarizedCPUE,Gulf of Mexico,Gulf of Mexico,Kleisner2008,
Dolphinfish,2004,0.6,StandarizedCPUE,Gulf of Mexico,Gulf of Mexico,Kleisner2008,
Dolphinfish,2005,0.28,StandarizedCPUE,Gulf of Mexico,Gulf of Mexico,Kleisner2008,
Dolphinfish,1992,1.33,StandarizedCPUE,Western Atlantic,Western Atlantic,Kleisner2008,
Dolphinfish,1993,0.98,StandarizedCPUE,Western Atlantic,Western Atlantic,Kleisner2008,
Dolphinfish,1994,0.9,StandarizedCPUE,Western Atlantic,Western Atlantic,Kleisner2008,
Dolphinfish,1995,1.09,StandarizedCPUE,Western Atlantic,Western Atlantic,Kleisner2008,
Dolphinfish,1996,0.82,StandarizedCPUE,Western Atlantic,Western Atlantic,Kleisner2008,
Dolphinfish,1997,1.2,StandarizedCPUE,Western Atlantic,Western Atlantic,Kleisner2008,
Dolphinfish,1998,0.87,StandarizedCPUE,Western Atlantic,Western Atlantic,Kleisner2008,
Dolphinfish,1999,1.14,StandarizedCPUE,Western Atlantic,Western Atlantic,Kleisner2008,
Dolphinfish,2000,0.65,StandarizedCPUE,Western Atlantic,Western Atlantic,Kleisner2008,
Dolphinfish,2001,1.09,StandarizedCPUE,Western Atlantic,Western Atlantic,Kleisner2008,
Dolphinfish,2002,1.4,StandarizedCPUE,Western Atlantic,Western Atlantic,Kleisner2008,
Dolphinfish,2003,0.61,StandarizedCPUE,Western Atlantic,Western Atlantic,Kleisner2008,
Fin whale,2011,1618,Abundance Estimate,North West Atlantic ,North West Atlantic  ,NOAAStockAssessment2015,
Fin whale,2007,3522,Abundance Estimate,North West Atlantic ,North West Atlantic  ,NOAAStockAssessment2014,
Fin whale,2006,2269,Abundance Estimate,North West Atlantic ,North West Atlantic  ,NOAAStockAssessment2009,
Fin whale,1999,2814,Abundance Estimate,North West Atlantic ,North West Atlantic  ,NOAAStockAssessment2007,
Fin whale,1995,2200,Abundance Estimate,North West Atlantic ,North West Atlantic  ,NOAAStockAssessment2005,
Fin whale,1992,2700,Abundance Estimate,North West Atlantic ,North West Atlantic  ,NOAAStockAssessment1998,
Harbor porpoise,2011,79883,Abundance Estimate,Gulf of Maine-Bay of Fundy,Gulf of Maine,NOAAStockAssessment2015,
Harbor porpoise,2006,89054,Abundance Estimate,Gulf of Maine-Bay of Fundy,Gulf of Maine,NOAAStockAssessment2011,
Harbor porpoise,1999,89700,Abundance Estimate,Gulf of Maine-Bay of Fundy,Gulf of Maine,NOAAStockAssessment2007,
Gray seal,2012,331000,Abundance Estimate,North West Atlantic ,North West Atlantic ,NOAAStockAssessment2015,
Gray seal,2010,348900,Abundance Estimate,North West Atlantic ,North West Atlantic ,NOAAStockAssessment2012,
Gray seal,2004,268990,Abundance Estimate,North West Atlantic ,North West Atlantic ,NOAAStockAssessment2011,
Gray seal,1984,7004,Pup production,Non-Sable Is ,North West Atlantic ,Hemmil2005,
Gray seal,1985,6395,Pup production,Non-Sable Is ,North West Atlantic ,Hemmil2005,
Gray seal,1986,5515,Pup production,Non-Sable Is ,North West Atlantic ,Hemmil2005,
Gray seal,1989,8928,Pup production,Non-Sable Is ,North West Atlantic ,Hemmil2005,
Gray seal,1990,8184,Pup production,Non-Sable Is ,North West Atlantic ,Hemmil2005,
Gray seal,1996,11100,Pup production,Non-Sable Is ,North West Atlantic ,Hemmil2005,
Gray seal,1997,7259,Pup production,Non-Sable Is ,North West Atlantic ,Hemmil2005,
Gray seal,2000,6182,Pup production,Non-Sable Is ,North West Atlantic ,Hemmil2005,
Gray seal,2004,15900,Pup production,Non-Sable Is ,North West Atlantic ,Hemmil2005,
Gray seal,1962,174,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1963,314,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1964,277,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1965,275,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1967,414,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1968,625,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1969,872,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1970,870,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1971,1081,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1972,973,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1973,1291,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1974,1289,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1976,2031,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1977,2171,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1978,2737,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1979,2913,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1980,3302,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1981,3122,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1982,4399,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1983,5427,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1984,5815,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1985,5459,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1986,6238,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1989,9818,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1988,8542,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1987,7337,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1990,10811,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1989,11097,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1990,10385,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1993,15421,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Gray seal,1997,25283,Pup production,Sable Is ,North West Atlantic ,Bowenetal2003,
Shortfin mako shark,1988,0.14,StandarizedCPUE,Scotian Shelf_Canada,North West Atlantic ,Campanaetal2005,
Shortfin mako shark,1989,-0.22,StandarizedCPUE,Scotian Shelf_Canada,North West Atlantic ,Campanaetal2005,
Shortfin mako shark,1990,0.12,StandarizedCPUE,Scotian Shelf_Canada,North West Atlantic ,Campanaetal2005,
Shortfin mako shark,1991,-0.06,StandarizedCPUE,Scotian Shelf_Canada,North West Atlantic ,Campanaetal2005,
Shortfin mako shark,1992,-0.05,StandarizedCPUE,Scotian Shelf_Canada,North West Atlantic ,Campanaetal2005,
Shortfin mako shark,1993,-0.08,StandarizedCPUE,Scotian Shelf_Canada,North West Atlantic ,Campanaetal2005,
Shortfin mako shark,1994,0.02,StandarizedCPUE,Scotian Shelf_Canada,North West Atlantic ,Campanaetal2005,
Shortfin mako shark,1995,0.01,StandarizedCPUE,Scotian Shelf_Canada,North West Atlantic ,Campanaetal2005,
Shortfin mako shark,1996,-0.08,StandarizedCPUE,Scotian Shelf_Canada,North West Atlantic ,Campanaetal2005,
Shortfin mako shark,1997,-0.04,StandarizedCPUE,Scotian Shelf_Canada,North West Atlantic ,Campanaetal2005,
Shortfin mako shark,1998,-0.03,StandarizedCPUE,Scotian Shelf_Canada,North West Atlantic ,Campanaetal2005,
Shortfin mako shark,1999,0.01,StandarizedCPUE,Scotian Shelf_Canada,North West Atlantic ,Campanaetal2005,
Shortfin mako shark,2000,-0.02,StandarizedCPUE,Scotian Shelf_Canada,North West Atlantic ,Campanaetal2005,
Shortfin mako shark,2001,-0.02,StandarizedCPUE,Scotian Shelf_Canada,North West Atlantic ,Campanaetal2005,
Shortfin mako shark,2002,-0.01,StandarizedCPUE,Scotian Shelf_Canada,North West Atlantic ,Campanaetal2005,
Shortfin mako shark,2003,0.01,StandarizedCPUE,Scotian Shelf_Canada,North West Atlantic ,Campanaetal2005,
Porbeagle shark,1962.0354,85383.71,Biomass,FromGeorgeBank_To_Gulf of St Lawrence,North West Atlantic ,Campanaetal2003,
Porbeagle shark,1962.0274,71404.96,Biomass,FromGeorgeBank_To_Gulf of St Lawrence,North West Atlantic ,Campanaetal2003,
Porbeagle shark,1963.0865,145830,Biomass,FromGeorgeBank_To_Gulf of St Lawrence,North West Atlantic ,Campanaetal2003,
Porbeagle shark,1992.9485,26824.09,Biomass,FromGeorgeBank_To_Gulf of St Lawrence,North West Atlantic ,Campanaetal2003,
Porbeagle shark,1992.9388,10200.71,Biomass,FromGeorgeBank_To_Gulf of St Lawrence,North West Atlantic ,Campanaetal2003,
Porbeagle shark,1994.9832,30979.93,Biomass,FromGeorgeBank_To_Gulf of St Lawrence,North West Atlantic ,Campanaetal2003,
Porbeagle shark,1994.9747,16245.57,Biomass,FromGeorgeBank_To_Gulf of St Lawrence,North West Atlantic ,Campanaetal2003,
Porbeagle shark,1993.9569,13600.94,Biomass,FromGeorgeBank_To_Gulf of St Lawrence,North West Atlantic ,Campanaetal2003,
Porbeagle shark,1994.047,9445.1,Biomass,FromGeorgeBank_To_Gulf of St Lawrence,North West Atlantic ,Campanaetal2003,
Shortfin mako shark,1986.0437,1.6,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,1987.0815,1.6,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,1988.0892,1.28,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,1989.0756,1.45,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,1990.0305,1.16,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,1991.0672,1.05,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,1992.0538,1.24,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,1993.0367,1.08,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,1993.0632,1.07,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,1993.9941,1.02,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,1995.0309,0.92,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,1996.0141,0.8,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,1997.0512,0.74,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,1998.0091,0.72,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,1999.02,0.69,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,2000.005,0.74,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,2001.0155,0.67,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,2001.974,0.72,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,2003.0127,0.79,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,2004.0253,0.93,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Shortfin mako shark,2005.0098,0.92,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Common and Bigeye Thresher shark,1986.0598,1.37,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Common and Bigeye Thresher shark,1987.0543,1.67,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Common and Bigeye Thresher shark,1988.0668,1.69,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Common and Bigeye Thresher shark,1989.0506,1.58,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Common and Bigeye Thresher shark,1990.0782,1.2,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Common and Bigeye Thresher shark,1991.0591,0.97,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Common and Bigeye Thresher shark,1992.0205,0.97,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Common and Bigeye Thresher shark,1993.0325,0.97,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Common and Bigeye Thresher shark,1994.0382,0.72,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Common and Bigeye Thresher shark,1995.0492,0.68,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Common and Bigeye Thresher shark,1996.0354,0.66,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Common and Bigeye Thresher shark,1997.0226,0.68,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Common and Bigeye Thresher shark,1998.0293,0.47,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Common and Bigeye Thresher shark,1999.0681,0.53,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Common and Bigeye Thresher shark,2000.0295,0.53,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Common and Bigeye Thresher shark,2001.0391,0.44,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Common and Bigeye Thresher shark,2002.0511,0.44,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Common and Bigeye Thresher shark,2003.0368,0.4,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Common and Bigeye Thresher shark,2004.0469,0.33,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Common and Bigeye Thresher shark,2005.0375,0.48,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,Info only available as the sum of two species
Silky shark,1991.9904,1.49,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Silky shark,1993.0073,1.26,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Silky shark,1994.0281,1.13,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Silky shark,1994.9988,1.09,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Silky shark,1996.0077,1.11,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Silky shark,1997.001,0.75,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Silky shark,1997.9846,0.59,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Silky shark,1999.0323,0.67,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Silky shark,2000.0249,0.73,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Silky shark,2001.0271,0.58,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Silky shark,2002.0305,0.46,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Silky shark,2003.0325,0.74,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Silky shark,2004.0078,0.38,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Silky shark,2005.0498,0.76,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Night shark,1992.0167,1.57,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Night shark,1993.0112,1.95,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Night shark,1994.0106,1.13,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Night shark,1994.9988,0.91,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Night shark,1996.0044,0.67,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Night shark,1997.0112,0.55,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Night shark,1998.0035,0.71,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Night shark,1998.9931,0.64,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Night shark,2000.0023,0.73,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Night shark,2001.0092,0.61,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Night shark,2001.9774,0.17,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Night shark,2002.9868,0.29,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Night shark,2003.9767,0.24,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Night shark,2004.9731,0.8,StandarizedCPUE,North West Atlantic ,North West Atlantic ,Cortesetal2007,
Goosfish,1963.0563,2.27,LogBiomass,George Bank,North West Atlantic ,Nyeetal2010,Data extracted from trend
Goosfish,1964.0688,1.08,LogBiomass,George Bank,North West Atlantic ,Nyeetal2010,Data extracted from trend
Goosfish,1965.3063,2.69,LogBiomass,George Bank,North West Atlantic ,Nyeetal2010,Data extracted from trend
Goosfish,1966.15,3.08,LogBiomass,George Bank,North West Atlantic ,Nyeetal2010,Data extracted from trend
Goosfish,1967.1063,-0.78,LogBiomass,George Bank,North West Atlantic ,Nyeetal2010,Data extracted from trend
Goosfish,1968.1188,1.04,LogBiomass,George Bank,North West Atlantic ,Nyeetal2010,Data extracted from trend
