Specie,Year,Abundance,Abundance_Type,Area,Large Area,Reference,Comment
Atlantic white-sided dolphin,1999,51640,Abundance Estimate,Georges Bank to mouth of Gulf of St Lawrence ,North West Atlantic ,NOAAStockAssessment2002,
Atlantic white-sided dolphin,1997,27200,Abundance Estimate,Virginia to Gulf of St Lawrence,North West Atlantic ,NOAAStockAssessment1997,
Western Atlantic harbor seal ,2012,75834,Abundance Estimate,Maine coast,North West Atlantic ,NOAAStocAssessment2015,
Western Atlantic harbor seal ,2001,99340,Abundance Estimate,Maine coast,North West Atlantic ,NOAAStocAssessment2012,
Western Atlantic harbor seal ,1997,30990,Minimum abundance estimate,Maine coast,North West Atlantic ,NOAAStocAssessment2001,
Western Atlantic harbor seal ,1993,28810,Minimum abundance estimate,Maine coast,North West Atlantic ,NOAAStocAssessment2001,
Western Atlantic harbor seal ,1986,12940,Minimum abundance estimate,Maine coast ,North West Atlantic ,NOAAStocAssessment1998,
Western Atlantic harbor seal ,1982,9331,Minimum abundance estimate,Maine coast,North West Atlantic ,NOAAStocAssessment1998,
Western Atlantic harbor seal ,1981,10540,Minimum abundance estimate,Maine coast,North West Atlantic ,NOAAStocAssessment1998,
Atlantic sharpnose shark,1950,45257730,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1951,45003710,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1952,44790950,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1953,44612550,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1954,44461990,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1955,44333690,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1956,44224260,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1957,44130820,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1958,44050740,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1959,43981870,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1960,43922310,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1961,43871080,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1962,43826880,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1963,43788200,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1964,43754780,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1965,43725360,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1966,43699480,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1967,43676550,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1968,43656300,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1969,43638100,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1970,43621890,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1971,43607280,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1972,43593660,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1973,42533930,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1974,41830930,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1975,41012460,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1976,40755030,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1977,39671890,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1978,38567260,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1979,37029090,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1980,34635660,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1981,34170920,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1982,33255970,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1983,32582980,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1984,32071480,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1985,31597950,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1986,30920840,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1987,29947820,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1988,28241490,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1989,27669020,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1990,26375880,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1991,25316950,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1992,24012360,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1993,23686300,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1994,23664590,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1995,23173210,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1996,23093170,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1997,23069210,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1998,22931310,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,1999,22448380,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,2000,22030610,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,2001,21907168,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,2002,22114440,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,2003,22479293,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,2004,22731634,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,2005,23294252,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,2006,24405579,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,2007,25403334,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,2008,26325101,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,2009,27501675,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,2010,28132584,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Atlantic sharpnose shark,2011,28863603,Predicted abundance,Northwest Atlantic Coast and GOM,Northwest Atlantic Coast and GOM,SEDAR_StockAssessment2013-Atlantic Sharpnose shark,
Smooth dogfish,1981,30262,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,1982,28454,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,1983,26206,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,1984,23639,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,1985,21665,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,1986,19785,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,1987,17796,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,1988,15799,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,1989,14032,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,1990,12808,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,1991,12172,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,1992,11179,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,1993,10142,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,1994,9346,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,1995,9245,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,1996,9462,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,1997,10117,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,1998,10599,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,1999,11239,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,2000,11937,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,2001,13366,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,2002,16515,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,2003,19160,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,2004,21122,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,2005,22847,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,2006,23911,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,2007,23954,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,2008,22961,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,2009,21355,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,2010,19710,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,2011,18297,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Smooth dogfish,2012,17679,Predicted Biomass,Northwest Atlantic Coast,Northwest Atlantic Coast,SEDAR_StockAssessment2015-Atlantic Smooth dogfish shark,
Offshore hake,1969,210000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1970,240000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1971,190000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1972,540000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1973,530000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1974,630000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1975,330000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1976,470000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1977,500000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1978,670000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1979,570000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1980,510000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1981,550000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1982,470000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1983,450000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1984,160000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1985,310000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1986,350000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1987,390000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1988,250000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1989,220000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1990,420000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1991,450000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1992,410000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1993,170000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1994,120000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1995,140000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1996,140000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1997,170000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1998,170000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1999,150000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,2000,140000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,2001,410000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,2002,510000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,2003,700000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,2004,410000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,2005,300000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,2006,190000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,2007,370000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,2008,430000,Abundance,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1967,0.017,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1968,0.304,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1969,0.323,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1970,0.164,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1971,0.095,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1972,1.522,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1973,0.183,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1974,0.599,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1975,0.399,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1976,0.302,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1977,0.41,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1978,0.646,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1979,0.081,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1980,0.317,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1981,0.483,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1982,0.031,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1983,0.526,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1984,0.044,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1985,0.271,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1986,0.507,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1987,0.373,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1988,0.049,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1989,0.292,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1990,1.285,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1991,0.054,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1992,0.064,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1993,0.051,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1994,0.088,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1995,0.35,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1996,0.009,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1997,0.077,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1998,0.559,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,1999,0.13,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,2000,0.057,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,2001,1.855,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
Offshore hake,2002,0.358,Recruitment index_Nless30cm_per_tow,Northwest Atlantic Coast,Northwest Atlantic Coast,Offshore Hake Assessment2010,
